CMDLINE uv run ./cs336_basics/bbpe_tokenizer.py
MEM 0.000000 1773012533.8901
CHLD 25412 0.000000 1773012533.8971
CHLD 36952 0.000000 1773012533.8971
CHLD 61868 172.644531 1773012533.8971
MEM 0.000000 1773012533.9981
CHLD 25412 0.000000 1773012534.0018
CHLD 36952 0.000000 1773012534.0018
CHLD 61868 173.558594 1773012534.0018
MEM 0.000000 1773012534.1074
CHLD 25412 0.000000 1773012534.1120
CHLD 36952 0.000000 1773012534.1120
CHLD 61868 174.593750 1773012534.1120
MEM 0.000000 1773012534.2153
CHLD 25412 0.000000 1773012534.2204
CHLD 36952 0.000000 1773012534.2204
CHLD 61868 175.464844 1773012534.2204
MEM 0.000000 1773012534.3232
CHLD 25412 0.000000 1773012534.3264
CHLD 36952 0.000000 1773012534.3264
CHLD 61868 176.410156 1773012534.3264
MEM 0.000000 1773012534.4315
CHLD 25412 0.000000 1773012534.4353
CHLD 36952 0.000000 1773012534.4353
CHLD 61868 177.375000 1773012534.4353
MEM 0.000000 1773012534.5393
CHLD 25412 0.000000 1773012534.5456
CHLD 36952 0.000000 1773012534.5456
CHLD 61868 178.277344 1773012534.5456
MEM 0.000000 1773012534.6461
CHLD 25412 0.000000 1773012534.6511
CHLD 36952 0.000000 1773012534.6511
CHLD 61868 179.250000 1773012534.6511
MEM 0.000000 1773012534.7541
CHLD 25412 0.000000 1773012534.7595
CHLD 36952 0.000000 1773012534.7595
CHLD 61868 180.179688 1773012534.7595
MEM 0.000000 1773012534.8621
CHLD 25412 0.000000 1773012534.8696
CHLD 36952 0.000000 1773012534.8696
CHLD 61868 181.144531 1773012534.8696
MEM 0.000000 1773012534.9703
CHLD 25412 0.000000 1773012534.9764
CHLD 36952 0.000000 1773012534.9764
CHLD 61868 182.050781 1773012534.9764
MEM 0.000000 1773012535.0783
CHLD 25412 0.000000 1773012535.0826
CHLD 36952 0.000000 1773012535.0826
CHLD 61868 183.039062 1773012535.0826
MEM 0.000000 1773012535.1865
CHLD 25412 0.000000 1773012535.1917
CHLD 36952 0.000000 1773012535.1917
CHLD 61868 183.957031 1773012535.1917
MEM 0.000000 1773012535.2944
CHLD 25412 0.000000 1773012535.3011
CHLD 36952 0.000000 1773012535.3011
CHLD 61868 184.921875 1773012535.3011
MEM 0.000000 1773012535.4021
CHLD 25412 0.000000 1773012535.4091
CHLD 36952 0.000000 1773012535.4091
CHLD 61868 185.859375 1773012535.4091
MEM 0.000000 1773012535.5098
CHLD 25412 0.000000 1773012535.5168
CHLD 36952 0.000000 1773012535.5168
CHLD 61868 186.835938 1773012535.5168
MEM 0.000000 1773012535.6177
CHLD 25412 0.000000 1773012535.6237
CHLD 36952 0.000000 1773012535.6237
CHLD 61868 187.671875 1773012535.6237
MEM 0.000000 1773012535.7266
CHLD 25412 0.000000 1773012535.7336
CHLD 36952 0.000000 1773012535.7336
CHLD 61868 188.691406 1773012535.7336
MEM 0.000000 1773012535.8342
CHLD 25412 0.000000 1773012535.8403
CHLD 36952 0.000000 1773012535.8403
CHLD 61868 189.566406 1773012535.8403
MEM 0.000000 1773012535.9420
CHLD 25412 0.000000 1773012535.9495
CHLD 36952 0.000000 1773012535.9495
CHLD 61868 190.484375 1773012535.9495
MEM 0.000000 1773012536.0502
CHLD 25412 0.000000 1773012536.0569
CHLD 36952 0.000000 1773012536.0569
CHLD 61868 191.460938 1773012536.0569
MEM 0.000000 1773012536.1580
CHLD 25412 0.000000 1773012536.1607
CHLD 36952 0.000000 1773012536.1607
CHLD 61868 192.398438 1773012536.1607
MEM 0.000000 1773012536.2654
CHLD 25412 0.000000 1773012536.2729
CHLD 36952 0.000000 1773012536.2729
CHLD 61868 193.398438 1773012536.2729
MEM 0.000000 1773012536.3775
CHLD 25412 0.000000 1773012536.3839
CHLD 36952 0.000000 1773012536.3839
CHLD 61868 194.335938 1773012536.3839
MEM 0.000000 1773012536.4843
CHLD 25412 0.000000 1773012536.4923
CHLD 36952 0.000000 1773012536.4923
CHLD 61868 195.285156 1773012536.4923
MEM 0.000000 1773012536.5926
CHLD 25412 0.000000 1773012536.5980
CHLD 36952 0.000000 1773012536.5980
CHLD 61868 196.203125 1773012536.5980
MEM 0.000000 1773012536.7014
CHLD 25412 0.000000 1773012536.7084
CHLD 36952 0.000000 1773012536.7084
CHLD 61868 197.144531 1773012536.7084
MEM 0.000000 1773012536.8095
CHLD 25412 0.000000 1773012536.8163
CHLD 36952 0.000000 1773012536.8163
CHLD 61868 198.093750 1773012536.8163
MEM 0.000000 1773012536.9178
CHLD 25412 0.000000 1773012536.9249
CHLD 36952 0.000000 1773012536.9249
CHLD 61868 199.027344 1773012536.9249
MEM 0.000000 1773012537.0260
CHLD 25412 0.000000 1773012537.0328
CHLD 36952 0.000000 1773012537.0328
CHLD 61868 199.968750 1773012537.0328
MEM 0.000000 1773012537.1340
CHLD 25412 0.000000 1773012537.1408
CHLD 36952 0.000000 1773012537.1408
CHLD 61868 200.945312 1773012537.1408
MEM 0.000000 1773012537.2420
CHLD 25412 0.000000 1773012537.2483
CHLD 36952 0.000000 1773012537.2483
CHLD 61868 201.835938 1773012537.2483
MEM 0.000000 1773012537.3501
CHLD 25412 0.000000 1773012537.3576
CHLD 36952 0.000000 1773012537.3576
CHLD 61868 202.765625 1773012537.3576
MEM 0.000000 1773012537.4576
CHLD 25412 0.000000 1773012537.4644
CHLD 36952 0.000000 1773012537.4644
CHLD 61868 203.730469 1773012537.4644
MEM 0.000000 1773012537.5652
CHLD 25412 0.000000 1773012537.5726
CHLD 36952 0.000000 1773012537.5726
CHLD 61868 204.660156 1773012537.5726
MEM 0.000000 1773012537.6732
CHLD 25412 0.000000 1773012537.6802
CHLD 36952 0.000000 1773012537.6802
CHLD 61868 205.679688 1773012537.6802
MEM 0.000000 1773012537.7807
CHLD 25412 0.000000 1773012537.7876
CHLD 36952 0.000000 1773012537.7876
CHLD 61868 206.578125 1773012537.7876
MEM 0.000000 1773012537.8889
CHLD 25412 0.000000 1773012537.8959
CHLD 36952 0.000000 1773012537.8959
CHLD 61868 207.480469 1773012537.8959
MEM 0.000000 1773012537.9963
CHLD 25412 0.000000 1773012538.0027
CHLD 36952 0.000000 1773012538.0027
CHLD 61868 208.453125 1773012538.0027
MEM 0.000000 1773012538.1032
CHLD 25412 0.000000 1773012538.1076
CHLD 36952 0.000000 1773012538.1076
CHLD 61868 209.433594 1773012538.1076
MEM 0.000000 1773012538.2105
CHLD 25412 0.000000 1773012538.2155
CHLD 36952 0.000000 1773012538.2155
CHLD 61868 210.480469 1773012538.2155
MEM 0.000000 1773012538.3192
CHLD 25412 0.000000 1773012538.3265
CHLD 36952 0.000000 1773012538.3265
CHLD 61868 211.378906 1773012538.3265
MEM 0.000000 1773012538.4272
CHLD 25412 0.000000 1773012538.4326
CHLD 36952 0.000000 1773012538.4326
CHLD 61868 212.414062 1773012538.4326
MEM 0.000000 1773012538.5346
CHLD 25412 0.000000 1773012538.5416
CHLD 36952 0.000000 1773012538.5416
CHLD 61868 213.332031 1773012538.5416
MEM 0.000000 1773012538.6425
CHLD 25412 0.000000 1773012538.6485
CHLD 36952 0.000000 1773012538.6485
CHLD 61868 214.265625 1773012538.6485
MEM 0.000000 1773012538.7497
CHLD 25412 0.000000 1773012538.7564
CHLD 36952 0.000000 1773012538.7564
CHLD 61868 215.105469 1773012538.7564
MEM 0.000000 1773012538.8573
CHLD 25412 0.000000 1773012538.8655
CHLD 36952 0.000000 1773012538.8655
CHLD 61868 215.937500 1773012538.8655
MEM 0.000000 1773012538.9657
CHLD 25412 0.000000 1773012538.9750
CHLD 36952 0.000000 1773012538.9750
CHLD 61868 216.835938 1773012538.9750
MEM 0.000000 1773012539.0759
CHLD 25412 0.000000 1773012539.0847
CHLD 36952 0.000000 1773012539.0847
CHLD 61868 217.843750 1773012539.0847
MEM 0.000000 1773012539.1850
CHLD 25412 0.000000 1773012539.1936
CHLD 36952 0.000000 1773012539.1936
CHLD 61868 218.789062 1773012539.1936
MEM 0.000000 1773012539.2941
CHLD 25412 0.000000 1773012539.2980
CHLD 36952 0.000000 1773012539.2980
CHLD 61868 219.707031 1773012539.2980
MEM 0.000000 1773012539.4012
CHLD 25412 0.000000 1773012539.4029
CHLD 36952 0.000000 1773012539.4029
CHLD 61868 220.687500 1773012539.4029
MEM 0.000000 1773012539.5086
CHLD 25412 0.000000 1773012539.5135
CHLD 36952 0.000000 1773012539.5135
CHLD 61868 221.648438 1773012539.5135
MEM 0.000000 1773012539.6165
CHLD 25412 0.000000 1773012539.6228
CHLD 36952 0.000000 1773012539.6228
CHLD 61868 222.589844 1773012539.6228
MEM 0.000000 1773012539.7247
CHLD 25412 0.000000 1773012539.7267
CHLD 36952 0.000000 1773012539.7267
CHLD 61868 223.515625 1773012539.7267
MEM 0.000000 1773012539.8320
CHLD 25412 0.000000 1773012539.8356
CHLD 36952 0.000000 1773012539.8356
CHLD 61868 224.464844 1773012539.8356
MEM 0.000000 1773012539.9402
CHLD 25412 0.000000 1773012539.9493
CHLD 36952 0.000000 1773012539.9493
CHLD 61868 225.464844 1773012539.9493
MEM 0.000000 1773012540.0500
CHLD 25412 0.000000 1773012540.0547
CHLD 36952 0.000000 1773012540.0547
CHLD 61868 226.394531 1773012540.0547
MEM 0.000000 1773012540.1586
CHLD 25412 0.000000 1773012540.1646
CHLD 36952 0.000000 1773012540.1646
CHLD 61868 227.320312 1773012540.1646
MEM 0.000000 1773012540.2662
CHLD 25412 0.000000 1773012540.2702
CHLD 36952 0.000000 1773012540.2702
CHLD 61868 228.226562 1773012540.2702
MEM 0.000000 1773012540.3744
CHLD 25412 0.000000 1773012540.3784
CHLD 36952 0.000000 1773012540.3784
CHLD 61868 229.226562 1773012540.3784
MEM 0.000000 1773012540.4833
CHLD 25412 0.000000 1773012540.4873
CHLD 36952 0.000000 1773012540.4873
CHLD 61868 230.132812 1773012540.4873
MEM 0.000000 1773012540.5915
CHLD 25412 0.000000 1773012540.5985
CHLD 36952 0.000000 1773012540.5985
CHLD 61868 230.976562 1773012540.5985
MEM 0.000000 1773012540.7004
CHLD 25412 0.000000 1773012540.7039
CHLD 36952 0.000000 1773012540.7039
CHLD 61868 231.886719 1773012540.7039
MEM 0.000000 1773012540.8088
CHLD 25412 0.000000 1773012540.8159
CHLD 36952 0.000000 1773012540.8159
CHLD 61868 232.847656 1773012540.8159
MEM 0.000000 1773012540.9166
CHLD 25412 0.000000 1773012540.9238
CHLD 36952 0.000000 1773012540.9238
CHLD 61868 233.750000 1773012540.9238
MEM 0.000000 1773012541.0250
CHLD 25412 0.000000 1773012541.0291
CHLD 36952 0.000000 1773012541.0291
CHLD 61868 234.656250 1773012541.0291
MEM 0.000000 1773012541.1327
CHLD 25412 0.000000 1773012541.1364
CHLD 36952 0.000000 1773012541.1364
CHLD 61868 235.582031 1773012541.1364
MEM 0.000000 1773012541.2407
CHLD 25412 0.000000 1773012541.2434
CHLD 36952 0.000000 1773012541.2434
CHLD 61868 236.468750 1773012541.2434
MEM 0.000000 1773012541.3485
CHLD 25412 0.000000 1773012541.3556
CHLD 36952 0.000000 1773012541.3556
CHLD 61868 237.378906 1773012541.3556
MEM 0.000000 1773012541.4564
CHLD 25412 0.000000 1773012541.4617
CHLD 36952 0.000000 1773012541.4617
CHLD 61868 237.957031 1773012541.4617
MEM 0.000000 1773012541.5657
CHLD 25412 0.000000 1773012541.5702
CHLD 36952 0.000000 1773012541.5702
CHLD 61868 238.914062 1773012541.5702
MEM 0.000000 1773012541.6739
CHLD 25412 0.000000 1773012541.6809
CHLD 36952 0.000000 1773012541.6809
CHLD 61868 239.859375 1773012541.6809
MEM 0.000000 1773012541.7816
CHLD 25412 0.000000 1773012541.7886
CHLD 36952 0.000000 1773012541.7886
CHLD 61868 240.855469 1773012541.7886
MEM 0.000000 1773012541.8898
CHLD 25412 0.000000 1773012541.8963
CHLD 36952 0.000000 1773012541.8963
CHLD 61868 241.812500 1773012541.8963
MEM 0.000000 1773012541.9974
CHLD 25412 0.000000 1773012542.0053
CHLD 36952 0.000000 1773012542.0053
CHLD 61868 242.714844 1773012542.0053
MEM 0.000000 1773012542.1061
CHLD 25412 0.000000 1773012542.1098
CHLD 36952 0.000000 1773012542.1098
CHLD 61868 243.675781 1773012542.1098
MEM 0.000000 1773012542.2141
CHLD 25412 0.000000 1773012542.2212
CHLD 36952 0.000000 1773012542.2212
CHLD 61868 244.566406 1773012542.2212
MEM 0.000000 1773012542.3225
CHLD 25412 0.000000 1773012542.3275
CHLD 36952 0.000000 1773012542.3275
CHLD 61868 245.492188 1773012542.3275
MEM 0.000000 1773012542.4304
CHLD 25412 0.000000 1773012542.4397
CHLD 36952 0.000000 1773012542.4397
CHLD 61868 246.421875 1773012542.4397
MEM 0.000000 1773012542.5407
CHLD 25412 0.000000 1773012542.5460
CHLD 36952 0.000000 1773012542.5460
CHLD 61868 247.308594 1773012542.5460
MEM 0.000000 1773012542.6487
CHLD 25412 0.000000 1773012542.6554
CHLD 36952 0.000000 1773012542.6554
CHLD 61868 248.355469 1773012542.6554
MEM 0.000000 1773012542.7564
CHLD 25412 0.000000 1773012542.7640
CHLD 36952 0.000000 1773012542.7640
CHLD 61868 249.285156 1773012542.7640
MEM 0.000000 1773012542.8644
CHLD 25412 0.000000 1773012542.8716
CHLD 36952 0.000000 1773012542.8716
CHLD 61868 250.246094 1773012542.8716
MEM 0.000000 1773012542.9726
CHLD 25412 0.000000 1773012542.9796
CHLD 36952 0.000000 1773012542.9796
CHLD 61868 251.175781 1773012542.9796
MEM 0.000000 1773012543.0809
CHLD 25412 0.000000 1773012543.0836
CHLD 36952 0.000000 1773012543.0836
CHLD 61868 252.031250 1773012543.0836
MEM 0.000000 1773012543.1884
CHLD 25412 0.000000 1773012543.1956
CHLD 36952 0.000000 1773012543.1956
CHLD 61868 253.000000 1773012543.1956
MEM 0.000000 1773012543.2964
CHLD 25412 0.000000 1773012543.3052
CHLD 36952 0.000000 1773012543.3072
CHLD 61868 253.937500 1773012543.3072
MEM 0.000000 1773012543.4076
CHLD 25412 0.000000 1773012543.4156
CHLD 36952 0.000000 1773012543.4156
CHLD 61868 254.941406 1773012543.4156
MEM 0.000000 1773012543.5160
CHLD 25412 0.000000 1773012543.5241
CHLD 36952 0.000000 1773012543.5241
CHLD 61868 255.812500 1773012543.5241
MEM 0.000000 1773012543.6251
CHLD 25412 0.000000 1773012543.6322
CHLD 36952 0.000000 1773012543.6322
CHLD 61868 256.730469 1773012543.6322
MEM 0.000000 1773012543.7332
CHLD 25412 0.000000 1773012543.7396
CHLD 36952 0.000000 1773012543.7406
CHLD 61868 257.691406 1773012543.7406
MEM 0.000000 1773012543.8412
CHLD 25412 0.000000 1773012543.8477
CHLD 36952 0.000000 1773012543.8477
CHLD 61868 258.617188 1773012543.8477
MEM 0.000000 1773012543.9489
CHLD 25412 0.000000 1773012543.9579
CHLD 36952 0.000000 1773012543.9579
CHLD 61868 259.546875 1773012543.9579
MEM 0.000000 1773012544.0588
CHLD 25412 0.000000 1773012544.0636
CHLD 36952 0.000000 1773012544.0636
CHLD 61868 260.492188 1773012544.0636
MEM 0.000000 1773012544.1665
CHLD 25412 0.000000 1773012544.1727
CHLD 36952 0.000000 1773012544.1727
CHLD 61868 261.402344 1773012544.1727
MEM 0.000000 1773012544.2764
CHLD 25412 0.000000 1773012544.2837
CHLD 36952 0.000000 1773012544.2837
CHLD 61868 262.324219 1773012544.2837
MEM 0.000000 1773012544.3847
CHLD 25412 0.000000 1773012544.3921
CHLD 36952 0.000000 1773012544.3921
CHLD 61868 263.261719 1773012544.3921
MEM 0.000000 1773012544.4924
CHLD 25412 0.000000 1773012544.4992
CHLD 36952 0.000000 1773012544.4992
CHLD 61868 264.250000 1773012544.4992
MEM 0.000000 1773012544.6000
CHLD 25412 0.000000 1773012544.6073
CHLD 36952 0.000000 1773012544.6073
CHLD 61868 265.125000 1773012544.6073
MEM 0.000000 1773012544.7077
CHLD 25412 0.000000 1773012544.7137
CHLD 36952 0.000000 1773012544.7137
CHLD 61868 266.019531 1773012544.7137
MEM 0.000000 1773012544.8146
CHLD 25412 0.000000 1773012544.8216
CHLD 36952 0.000000 1773012544.8216
CHLD 61868 266.984375 1773012544.8216
MEM 0.000000 1773012544.9223
CHLD 25412 0.000000 1773012544.9271
CHLD 36952 0.000000 1773012544.9271
CHLD 61868 267.929688 1773012544.9271
MEM 0.000000 1773012545.0293
CHLD 25412 0.000000 1773012545.0367
CHLD 36952 0.000000 1773012545.0367
CHLD 61868 268.843750 1773012545.0367
MEM 0.000000 1773012545.1382
CHLD 25412 0.000000 1773012545.1455
CHLD 36952 0.000000 1773012545.1455
CHLD 61868 269.765625 1773012545.1455
MEM 0.000000 1773012545.2463
CHLD 25412 0.000000 1773012545.2493
CHLD 36952 0.000000 1773012545.2493
CHLD 61868 270.679688 1773012545.2493
MEM 0.000000 1773012545.3546
CHLD 25412 0.000000 1773012545.3579
CHLD 36952 0.000000 1773012545.3579
CHLD 61868 271.625000 1773012545.3579
MEM 0.000000 1773012545.4618
CHLD 25412 0.000000 1773012545.4692
CHLD 36952 0.000000 1773012545.4692
CHLD 61868 272.507812 1773012545.4692
MEM 0.000000 1773012545.5698
CHLD 25412 0.000000 1773012545.5772
CHLD 36952 0.000000 1773012545.5772
CHLD 61868 273.496094 1773012545.5772
MEM 0.000000 1773012545.6779
CHLD 25412 0.000000 1773012545.6830
CHLD 36952 0.000000 1773012545.6830
CHLD 61868 274.460938 1773012545.6830
MEM 0.000000 1773012545.7845
CHLD 25412 0.000000 1773012545.7909
CHLD 36952 0.000000 1773012545.7909
CHLD 61868 275.398438 1773012545.7909
MEM 0.000000 1773012545.8925
CHLD 25412 0.000000 1773012545.8996
CHLD 36952 0.000000 1773012545.8996
CHLD 61868 276.402344 1773012545.8996
MEM 0.000000 1773012546.0005
CHLD 25412 0.000000 1773012546.0063
CHLD 36952 0.000000 1773012546.0063
CHLD 61868 277.265625 1773012546.0063
MEM 0.000000 1773012546.1074
CHLD 25412 0.000000 1773012546.1125
CHLD 36952 0.000000 1773012546.1125
CHLD 61868 278.191406 1773012546.1125
MEM 0.000000 1773012546.2159
CHLD 25412 0.000000 1773012546.2191
CHLD 36952 0.000000 1773012546.2238
CHLD 61868 279.078125 1773012546.2238
MEM 0.000000 1773012546.3243
CHLD 25412 0.000000 1773012546.3301
CHLD 36952 0.000000 1773012546.3301
CHLD 61868 280.031250 1773012546.3301
MEM 0.000000 1773012546.4318
CHLD 25412 0.000000 1773012546.4392
CHLD 36952 0.000000 1773012546.4392
CHLD 61868 280.984375 1773012546.4392
MEM 0.000000 1773012546.5397
CHLD 25412 0.000000 1773012546.5457
CHLD 36952 0.000000 1773012546.5457
CHLD 61868 281.941406 1773012546.5457
MEM 0.000000 1773012546.6462
CHLD 25412 0.000000 1773012546.6552
CHLD 36952 0.000000 1773012546.6552
CHLD 61868 282.933594 1773012546.6552
MEM 0.000000 1773012546.7555
CHLD 25412 0.000000 1773012546.7635
CHLD 36952 0.000000 1773012546.7635
CHLD 61868 283.855469 1773012546.7635
MEM 0.000000 1773012546.8645
CHLD 25412 0.000000 1773012546.8710
CHLD 36952 0.000000 1773012546.8710
CHLD 61868 284.761719 1773012546.8710
MEM 0.000000 1773012546.9725
CHLD 25412 0.000000 1773012546.9756
CHLD 36952 0.000000 1773012546.9756
CHLD 61868 285.699219 1773012546.9756
MEM 0.000000 1773012547.0792
CHLD 25412 0.000000 1773012547.0844
CHLD 36952 0.000000 1773012547.0844
CHLD 61868 286.644531 1773012547.0844
MEM 0.000000 1773012547.1872
CHLD 25412 0.000000 1773012547.1942
CHLD 36952 0.000000 1773012547.1942
CHLD 61868 287.589844 1773012547.1942
MEM 0.000000 1773012547.2950
CHLD 25412 0.000000 1773012547.2983
CHLD 36952 0.000000 1773012547.2983
CHLD 61868 288.550781 1773012547.2983
MEM 0.000000 1773012547.4027
CHLD 25412 0.000000 1773012547.4097
CHLD 36952 0.000000 1773012547.4097
CHLD 61868 289.480469 1773012547.4097
MEM 0.000000 1773012547.5106
CHLD 25412 0.000000 1773012547.5176
CHLD 36952 0.000000 1773012547.5176
CHLD 61868 290.453125 1773012547.5176
MEM 0.000000 1773012547.6184
CHLD 25412 0.000000 1773012547.6234
CHLD 36952 0.000000 1773012547.6234
CHLD 61868 291.417969 1773012547.6234
MEM 0.000000 1773012547.7255
CHLD 25412 0.000000 1773012547.7325
CHLD 36952 0.000000 1773012547.7325
CHLD 61868 292.347656 1773012547.7325
MEM 0.000000 1773012547.8331
CHLD 25412 0.000000 1773012547.8357
CHLD 36952 0.000000 1773012547.8357
CHLD 61868 293.277344 1773012547.8357
MEM 0.000000 1773012547.9404
CHLD 25412 0.000000 1773012547.9444
CHLD 36952 0.000000 1773012547.9444
CHLD 61868 294.226562 1773012547.9444
MEM 0.000000 1773012548.0474
CHLD 25412 0.000000 1773012548.0538
CHLD 36952 0.000000 1773012548.0538
CHLD 61868 295.207031 1773012548.0538
MEM 0.000000 1773012548.1547
CHLD 25412 0.000000 1773012548.1582
CHLD 36952 0.000000 1773012548.1582
CHLD 61868 296.144531 1773012548.1582
MEM 0.000000 1773012548.2630
CHLD 25412 0.000000 1773012548.2680
CHLD 36952 0.000000 1773012548.2680
CHLD 61868 297.117188 1773012548.2680
MEM 0.000000 1773012548.3704
CHLD 25412 0.000000 1773012548.3764
CHLD 36952 0.000000 1773012548.3764
CHLD 61868 298.109375 1773012548.3764
MEM 0.000000 1773012548.4781
CHLD 25412 0.000000 1773012548.4851
CHLD 36952 0.000000 1773012548.4851
CHLD 61868 299.089844 1773012548.4851
MEM 0.000000 1773012548.5867
CHLD 25412 0.000000 1773012548.5902
CHLD 36952 0.000000 1773012548.5902
CHLD 61868 300.011719 1773012548.5902
MEM 0.000000 1773012548.6941
CHLD 25412 0.000000 1773012548.7006
CHLD 36952 0.000000 1773012548.7006
CHLD 61868 300.960938 1773012548.7006
MEM 0.000000 1773012548.8019
CHLD 25412 0.000000 1773012548.8107
CHLD 36952 0.000000 1773012548.8107
CHLD 61868 301.933594 1773012548.8107
MEM 0.000000 1773012548.9113
CHLD 25412 0.000000 1773012548.9197
CHLD 36952 0.000000 1773012548.9197
CHLD 61868 302.882812 1773012548.9197
MEM 0.000000 1773012549.0213
CHLD 25412 0.000000 1773012549.0283
CHLD 36952 0.000000 1773012549.0283
CHLD 61868 303.898438 1773012549.0283
