CMDLINE uv run ./cs336_basics/bbpe_tokenizer.py
CHLD 36952 0.000000 1773012587.0628
CHLD 61868 69.398438 1773012587.0628
MEM 0.000000 1773012587.1631
CHLD 25412 0.000000 1773012587.1672
CHLD 36952 0.000000 1773012587.1672
CHLD 61868 70.375000 1773012587.1672
MEM 0.000000 1773012587.2708
CHLD 25412 0.000000 1773012587.2763
CHLD 36952 0.000000 1773012587.2763
CHLD 61868 71.300781 1773012587.2763
MEM 0.000000 1773012587.3783
CHLD 25412 0.000000 1773012587.3843
CHLD 36952 0.000000 1773012587.3843
CHLD 61868 72.281250 1773012587.3843
MEM 0.000000 1773012587.4864
CHLD 25412 0.000000 1773012587.4915
CHLD 36952 0.000000 1773012587.4915
CHLD 61868 73.277344 1773012587.4915
MEM 0.000000 1773012587.5939
CHLD 25412 0.000000 1773012587.5990
CHLD 36952 0.000000 1773012587.5990
CHLD 61868 74.203125 1773012587.5990
MEM 0.000000 1773012587.7017
CHLD 25412 0.000000 1773012587.7083
CHLD 36952 0.000000 1773012587.7083
CHLD 61868 75.156250 1773012587.7083
MEM 0.000000 1773012587.8113
CHLD 25412 0.000000 1773012587.8171
CHLD 36952 0.000000 1773012587.8171
CHLD 61868 76.164062 1773012587.8171
MEM 0.000000 1773012587.9189
CHLD 25412 0.000000 1773012587.9255
CHLD 36952 0.000000 1773012587.9255
CHLD 61868 77.105469 1773012587.9255
MEM 0.000000 1773012588.0267
CHLD 25412 0.000000 1773012588.0337
CHLD 36952 0.000000 1773012588.0337
CHLD 61868 78.113281 1773012588.0337
MEM 0.000000 1773012588.1344
CHLD 25412 0.000000 1773012588.1434
CHLD 36952 0.000000 1773012588.1434
CHLD 61868 79.023438 1773012588.1434
MEM 0.000000 1773012588.2442
CHLD 25412 0.000000 1773012588.2511
CHLD 36952 0.000000 1773012588.2511
CHLD 61868 79.929688 1773012588.2511
MEM 0.000000 1773012588.3524
CHLD 25412 0.000000 1773012588.3551
CHLD 36952 0.000000 1773012588.3551
CHLD 61868 80.906250 1773012588.3551
MEM 0.000000 1773012588.4603
CHLD 25412 0.000000 1773012588.4683
CHLD 36952 0.000000 1773012588.4683
CHLD 61868 81.804688 1773012588.4683
MEM 0.000000 1773012588.5687
CHLD 25412 0.000000 1773012588.5741
CHLD 36952 0.000000 1773012588.5741
CHLD 61868 82.796875 1773012588.5741
MEM 0.000000 1773012588.6764
CHLD 25412 0.000000 1773012588.6824
CHLD 36952 0.000000 1773012588.6824
CHLD 61868 83.726562 1773012588.6824
MEM 0.000000 1773012588.7856
CHLD 25412 0.000000 1773012588.7913
CHLD 36952 0.000000 1773012588.7913
CHLD 61868 84.640625 1773012588.7913
MEM 0.000000 1773012588.8933
CHLD 25412 0.000000 1773012588.8994
CHLD 36952 0.000000 1773012588.8994
CHLD 61868 85.597656 1773012588.8994
MEM 0.000000 1773012589.0003
CHLD 25412 0.000000 1773012589.0056
CHLD 36952 0.000000 1773012589.0056
CHLD 61868 86.531250 1773012589.0056
MEM 0.000000 1773012589.1072
CHLD 25412 0.000000 1773012589.1119
CHLD 36952 0.000000 1773012589.1119
CHLD 61868 87.496094 1773012589.1119
MEM 0.000000 1773012589.2151
CHLD 25412 0.000000 1773012589.2207
CHLD 36952 0.000000 1773012589.2207
CHLD 61868 88.414062 1773012589.2207
MEM 0.000000 1773012589.3230
CHLD 25412 0.000000 1773012589.3257
CHLD 36952 0.000000 1773012589.3257
CHLD 61868 89.386719 1773012589.3257
MEM 0.000000 1773012589.4304
CHLD 25412 0.000000 1773012589.4345
CHLD 36952 0.000000 1773012589.4345
CHLD 61868 90.335938 1773012589.4345
MEM 0.000000 1773012589.5384
CHLD 25412 0.000000 1773012589.5452
CHLD 36952 0.000000 1773012589.5452
CHLD 61868 91.324219 1773012589.5452
MEM 0.000000 1773012589.6468
CHLD 25412 0.000000 1773012589.6507
CHLD 36952 0.000000 1773012589.6507
CHLD 61868 92.230469 1773012589.6507
MEM 0.000000 1773012589.7543
CHLD 25412 0.000000 1773012589.7614
CHLD 36952 0.000000 1773012589.7614
CHLD 61868 93.164062 1773012589.7614
MEM 0.000000 1773012589.8615
CHLD 25412 0.000000 1773012589.8666
CHLD 36952 0.000000 1773012589.8666
CHLD 61868 94.039062 1773012589.8666
MEM 0.000000 1773012589.9689
CHLD 25412 0.000000 1773012589.9726
CHLD 36952 0.000000 1773012589.9726
CHLD 61868 95.035156 1773012589.9726
MEM 0.000000 1773012590.0761
CHLD 25412 0.000000 1773012590.0824
CHLD 36952 0.000000 1773012590.0824
CHLD 61868 95.953125 1773012590.0824
MEM 0.000000 1773012590.1837
CHLD 25412 0.000000 1773012590.1900
CHLD 36952 0.000000 1773012590.1900
CHLD 61868 96.902344 1773012590.1900
MEM 0.000000 1773012590.2916
CHLD 25412 0.000000 1773012590.2968
CHLD 36952 0.000000 1773012590.2968
CHLD 61868 97.863281 1773012590.2968
MEM 0.000000 1773012590.3991
CHLD 25412 0.000000 1773012590.4051
CHLD 36952 0.000000 1773012590.4051
CHLD 61868 98.847656 1773012590.4051
MEM 0.000000 1773012590.5066
CHLD 25412 0.000000 1773012590.5116
CHLD 36952 0.000000 1773012590.5116
CHLD 61868 99.781250 1773012590.5116
MEM 0.000000 1773012590.6136
CHLD 25412 0.000000 1773012590.6162
CHLD 36952 0.000000 1773012590.6162
CHLD 61868 100.726562 1773012590.6162
MEM 0.000000 1773012590.7206
CHLD 25412 0.000000 1773012590.7267
CHLD 36952 0.000000 1773012590.7267
CHLD 61868 101.703125 1773012590.7267
MEM 0.000000 1773012590.8282
CHLD 25412 0.000000 1773012590.8349
CHLD 36952 0.000000 1773012590.8349
CHLD 61868 102.644531 1773012590.8349
MEM 0.000000 1773012590.9354
CHLD 25412 0.000000 1773012590.9424
CHLD 36952 0.000000 1773012590.9424
CHLD 61868 103.558594 1773012590.9424
MEM 0.000000 1773012591.0428
CHLD 25412 0.000000 1773012591.0486
CHLD 36952 0.000000 1773012591.0486
CHLD 61868 104.457031 1773012591.0486
MEM 0.000000 1773012591.1495
CHLD 25412 0.000000 1773012591.1585
CHLD 36952 0.000000 1773012591.1585
CHLD 61868 105.386719 1773012591.1585
MEM 0.000000 1773012591.2594
CHLD 25412 0.000000 1773012591.2670
CHLD 36952 0.000000 1773012591.2670
CHLD 61868 106.371094 1773012591.2670
MEM 0.000000 1773012591.3672
CHLD 25412 0.000000 1773012591.3743
CHLD 36952 0.000000 1773012591.3743
CHLD 61868 107.375000 1773012591.3743
MEM 0.000000 1773012591.4752
CHLD 25412 0.000000 1773012591.4803
CHLD 36952 0.000000 1773012591.4803
CHLD 61868 108.269531 1773012591.4803
MEM 0.000000 1773012591.5831
CHLD 25412 0.000000 1773012591.5858
CHLD 36952 0.000000 1773012591.5858
CHLD 61868 109.238281 1773012591.5858
MEM 0.000000 1773012591.6912
CHLD 25412 0.000000 1773012591.6946
CHLD 36952 0.000000 1773012591.6946
CHLD 61868 110.152344 1773012591.6946
MEM 0.000000 1773012591.7990
CHLD 25412 0.000000 1773012591.8060
CHLD 36952 0.000000 1773012591.8060
CHLD 61868 111.171875 1773012591.8060
MEM 0.000000 1773012591.9069
CHLD 25412 0.000000 1773012591.9141
CHLD 36952 0.000000 1773012591.9141
CHLD 61868 112.035156 1773012591.9141
MEM 0.000000 1773012592.0144
CHLD 25412 0.000000 1773012592.0196
CHLD 36952 0.000000 1773012592.0196
CHLD 61868 112.996094 1773012592.0196
MEM 0.000000 1773012592.1215
CHLD 25412 0.000000 1773012592.1256
CHLD 36952 0.000000 1773012592.1256
CHLD 61868 113.968750 1773012592.1256
MEM 0.000000 1773012592.2293
CHLD 25412 0.000000 1773012592.2353
CHLD 36952 0.000000 1773012592.2353
CHLD 61868 114.957031 1773012592.2353
MEM 0.000000 1773012592.3372
CHLD 25412 0.000000 1773012592.3442
CHLD 36952 0.000000 1773012592.3442
CHLD 61868 115.878906 1773012592.3442
MEM 0.000000 1773012592.4451
CHLD 25412 0.000000 1773012592.4518
CHLD 36952 0.000000 1773012592.4518
CHLD 61868 116.867188 1773012592.4518
MEM 0.000000 1773012592.5533
CHLD 25412 0.000000 1773012592.5603
CHLD 36952 0.000000 1773012592.5603
CHLD 61868 117.878906 1773012592.5603
MEM 0.000000 1773012592.6634
CHLD 25412 0.000000 1773012592.6702
CHLD 36952 0.000000 1773012592.6702
CHLD 61868 118.832031 1773012592.6702
MEM 0.000000 1773012592.7715
CHLD 25412 0.000000 1773012592.7787
CHLD 36952 0.000000 1773012592.7787
CHLD 61868 119.742188 1773012592.7787
MEM 0.000000 1773012592.8790
CHLD 25412 0.000000 1773012592.8860
CHLD 36952 0.000000 1773012592.8860
CHLD 61868 120.761719 1773012592.8860
MEM 0.000000 1773012592.9868
CHLD 25412 0.000000 1773012592.9928
CHLD 36952 0.000000 1773012592.9928
CHLD 61868 121.718750 1773012592.9928
MEM 0.000000 1773012593.0946
CHLD 25412 0.000000 1773012593.1011
CHLD 36952 0.000000 1773012593.1011
CHLD 61868 122.656250 1773012593.1011
MEM 0.000000 1773012593.2022
CHLD 25412 0.000000 1773012593.2097
CHLD 36952 0.000000 1773012593.2097
CHLD 61868 123.652344 1773012593.2097
MEM 0.000000 1773012593.3120
CHLD 25412 0.000000 1773012593.3191
CHLD 36952 0.000000 1773012593.3191
CHLD 61868 124.617188 1773012593.3191
MEM 0.000000 1773012593.4200
CHLD 25412 0.000000 1773012593.4252
CHLD 36952 0.000000 1773012593.4252
CHLD 61868 125.578125 1773012593.4252
MEM 0.000000 1773012593.5275
CHLD 25412 0.000000 1773012593.5337
CHLD 36952 0.000000 1773012593.5337
CHLD 61868 126.542969 1773012593.5337
MEM 0.000000 1773012593.6355
CHLD 25412 0.000000 1773012593.6381
CHLD 36952 0.000000 1773012593.6381
CHLD 61868 127.515625 1773012593.6381
MEM 0.000000 1773012593.7433
CHLD 25412 0.000000 1773012593.7464
CHLD 36952 0.000000 1773012593.7464
CHLD 61868 128.460938 1773012593.7464
MEM 0.000000 1773012593.8500
CHLD 25412 0.000000 1773012593.8552
CHLD 36952 0.000000 1773012593.8552
CHLD 61868 129.402344 1773012593.8552
MEM 0.000000 1773012593.9575
CHLD 25412 0.000000 1773012593.9647
CHLD 36952 0.000000 1773012593.9647
CHLD 61868 130.488281 1773012593.9647
MEM 0.000000 1773012594.0654
CHLD 25412 0.000000 1773012594.0708
CHLD 36952 0.000000 1773012594.0708
CHLD 61868 131.378906 1773012594.0708
MEM 0.000000 1773012594.1742
CHLD 25412 0.000000 1773012594.1812
CHLD 36952 0.000000 1773012594.1812
CHLD 61868 132.351562 1773012594.1812
MEM 0.000000 1773012594.2820
CHLD 25412 0.000000 1773012594.2887
CHLD 36952 0.000000 1773012594.2887
CHLD 61868 133.292969 1773012594.2887
MEM 0.000000 1773012594.3904
CHLD 25412 0.000000 1773012594.3974
CHLD 36952 0.000000 1773012594.3974
CHLD 61868 134.183594 1773012594.3974
MEM 0.000000 1773012594.4981
CHLD 25412 0.000000 1773012594.5071
CHLD 36952 0.000000 1773012594.5071
CHLD 61868 135.203125 1773012594.5071
MEM 0.000000 1773012594.6079
CHLD 25412 0.000000 1773012594.6149
CHLD 36952 0.000000 1773012594.6149
CHLD 61868 136.152344 1773012594.6149
MEM 0.000000 1773012594.7160
CHLD 25412 0.000000 1773012594.7231
CHLD 36952 0.000000 1773012594.7231
CHLD 61868 137.128906 1773012594.7231
MEM 0.000000 1773012594.8255
CHLD 25412 0.000000 1773012594.8325
CHLD 36952 0.000000 1773012594.8325
CHLD 61868 138.109375 1773012594.8325
MEM 0.000000 1773012594.9332
CHLD 25412 0.000000 1773012594.9409
CHLD 36952 0.000000 1773012594.9409
CHLD 61868 139.082031 1773012594.9409
MEM 0.000000 1773012595.0419
CHLD 25412 0.000000 1773012595.0481
CHLD 36952 0.000000 1773012595.0481
CHLD 61868 139.988281 1773012595.0481
MEM 0.000000 1773012595.1495
CHLD 25412 0.000000 1773012595.1532
CHLD 36952 0.000000 1773012595.1532
CHLD 61868 141.027344 1773012595.1532
MEM 0.000000 1773012595.2572
CHLD 25412 0.000000 1773012595.2615
CHLD 36952 0.000000 1773012595.2615
CHLD 61868 141.917969 1773012595.2615
MEM 0.000000 1773012595.3649
CHLD 25412 0.000000 1773012595.3724
CHLD 36952 0.000000 1773012595.3724
CHLD 61868 142.828125 1773012595.3724
MEM 0.000000 1773012595.4725
CHLD 25412 0.000000 1773012595.4778
CHLD 36952 0.000000 1773012595.4778
CHLD 61868 143.746094 1773012595.4778
MEM 0.000000 1773012595.5795
CHLD 25412 0.000000 1773012595.5862
CHLD 36952 0.000000 1773012595.5862
CHLD 61868 144.613281 1773012595.5862
MEM 0.000000 1773012595.6881
CHLD 25412 0.000000 1773012595.6932
CHLD 36952 0.000000 1773012595.6932
CHLD 61868 145.558594 1773012595.6932
MEM 0.000000 1773012595.7960
CHLD 25412 0.000000 1773012595.8011
CHLD 36952 0.000000 1773012595.8011
CHLD 61868 146.511719 1773012595.8011
MEM 0.000000 1773012595.9041
CHLD 25412 0.000000 1773012595.9105
CHLD 36952 0.000000 1773012595.9105
CHLD 61868 147.496094 1773012595.9105
MEM 0.000000 1773012596.0123
CHLD 25412 0.000000 1773012596.0183
CHLD 36952 0.000000 1773012596.0183
CHLD 61868 148.429688 1773012596.0183
MEM 0.000000 1773012596.1204
CHLD 25412 0.000000 1773012596.1254
CHLD 36952 0.000000 1773012596.1254
CHLD 61868 149.343750 1773012596.1254
MEM 0.000000 1773012596.2283
CHLD 25412 0.000000 1773012596.2363
CHLD 36952 0.000000 1773012596.2363
CHLD 61868 150.332031 1773012596.2363
MEM 0.000000 1773012596.3369
CHLD 25412 0.000000 1773012596.3426
CHLD 36952 0.000000 1773012596.3426
CHLD 61868 151.242188 1773012596.3426
MEM 0.000000 1773012596.4445
CHLD 25412 0.000000 1773012596.4520
CHLD 36952 0.000000 1773012596.4520
CHLD 61868 152.218750 1773012596.4520
MEM 0.000000 1773012596.5524
CHLD 25412 0.000000 1773012596.5595
CHLD 36952 0.000000 1773012596.5595
CHLD 61868 153.105469 1773012596.5595
MEM 0.000000 1773012596.6632
CHLD 25412 0.000000 1773012596.6702
CHLD 36952 0.000000 1773012596.6702
CHLD 61868 154.132812 1773012596.6702
MEM 0.000000 1773012596.7710
CHLD 25412 0.000000 1773012596.7770
CHLD 36952 0.000000 1773012596.7770
CHLD 61868 155.101562 1773012596.7770
MEM 0.000000 1773012596.8787
CHLD 25412 0.000000 1773012596.8854
CHLD 36952 0.000000 1773012596.8854
CHLD 61868 156.031250 1773012596.8854
MEM 0.000000 1773012596.9864
CHLD 25412 0.000000 1773012596.9896
CHLD 36952 0.000000 1773012596.9896
CHLD 61868 157.039062 1773012596.9896
MEM 0.000000 1773012597.0941
CHLD 25412 0.000000 1773012597.1011
CHLD 36952 0.000000 1773012597.1011
CHLD 61868 157.976562 1773012597.1011
MEM 0.000000 1773012597.2018
CHLD 25412 0.000000 1773012597.2051
CHLD 36952 0.000000 1773012597.2051
CHLD 61868 158.910156 1773012597.2051
MEM 0.000000 1773012597.3085
CHLD 25412 0.000000 1773012597.3123
CHLD 36952 0.000000 1773012597.3123
CHLD 61868 159.894531 1773012597.3123
MEM 0.000000 1773012597.4163
CHLD 25412 0.000000 1773012597.4218
CHLD 36952 0.000000 1773012597.4218
CHLD 61868 160.890625 1773012597.4218
MEM 0.000000 1773012597.5238
CHLD 25412 0.000000 1773012597.5308
CHLD 36952 0.000000 1773012597.5308
CHLD 61868 161.871094 1773012597.5308
MEM 0.000000 1773012597.6315
CHLD 25412 0.000000 1773012597.6385
CHLD 36952 0.000000 1773012597.6385
CHLD 61868 162.750000 1773012597.6385
MEM 0.000000 1773012597.7395
CHLD 25412 0.000000 1773012597.7467
CHLD 36952 0.000000 1773012597.7467
CHLD 61868 163.730469 1773012597.7467
MEM 0.000000 1773012597.8492
CHLD 25412 0.000000 1773012597.8546
CHLD 36952 0.000000 1773012597.8546
CHLD 61868 164.726562 1773012597.8546
MEM 0.000000 1773012597.9566
CHLD 25412 0.000000 1773012597.9626
CHLD 36952 0.000000 1773012597.9626
CHLD 61868 165.617188 1773012597.9626
MEM 0.000000 1773012598.0650
CHLD 25412 0.000000 1773012598.0676
CHLD 36952 0.000000 1773012598.0676
CHLD 61868 166.550781 1773012598.0676
MEM 0.000000 1773012598.1728
CHLD 25412 0.000000 1773012598.1792
CHLD 36952 0.000000 1773012598.1792
CHLD 61868 167.441406 1773012598.1792
MEM 0.000000 1773012598.2806
CHLD 25412 0.000000 1773012598.2867
CHLD 36952 0.000000 1773012598.2867
CHLD 61868 168.367188 1773012598.2867
MEM 0.000000 1773012598.3881
CHLD 25412 0.000000 1773012598.3918
CHLD 36952 0.000000 1773012598.3918
CHLD 61868 169.394531 1773012598.3918
MEM 0.000000 1773012598.4956
CHLD 25412 0.000000 1773012598.5018
CHLD 36952 0.000000 1773012598.5018
CHLD 61868 170.359375 1773012598.5018
MEM 0.000000 1773012598.6029
CHLD 25412 0.000000 1773012598.6082
CHLD 36952 0.000000 1773012598.6082
CHLD 61868 171.289062 1773012598.6082
MEM 0.000000 1773012598.7101
CHLD 25412 0.000000 1773012598.7159
CHLD 36952 0.000000 1773012598.7159
CHLD 61868 172.269531 1773012598.7159
MEM 0.000000 1773012598.8178
CHLD 25412 0.000000 1773012598.8248
CHLD 36952 0.000000 1773012598.8248
CHLD 61868 173.222656 1773012598.8248
MEM 0.000000 1773012598.9257
CHLD 25412 0.000000 1773012598.9292
CHLD 36952 0.000000 1773012598.9292
CHLD 61868 174.199219 1773012598.9292
MEM 0.000000 1773012599.0322
CHLD 25412 0.000000 1773012599.0392
CHLD 36952 0.000000 1773012599.0392
CHLD 61868 175.160156 1773012599.0392
MEM 0.000000 1773012599.1402
CHLD 25412 0.000000 1773012599.1466
CHLD 36952 0.000000 1773012599.1466
CHLD 61868 176.156250 1773012599.1466
MEM 0.000000 1773012599.2481
CHLD 25412 0.000000 1773012599.2551
CHLD 36952 0.000000 1773012599.2551
CHLD 61868 177.066406 1773012599.2551
MEM 0.000000 1773012599.3557
CHLD 25412 0.000000 1773012599.3598
CHLD 36952 0.000000 1773012599.3598
CHLD 61868 178.050781 1773012599.3598
MEM 0.000000 1773012599.4647
CHLD 25412 0.000000 1773012599.4736
CHLD 36952 0.000000 1773012599.4736
CHLD 61868 179.101562 1773012599.4736
MEM 0.000000 1773012599.5747
CHLD 25412 0.000000 1773012599.5808
CHLD 36952 0.000000 1773012599.5808
CHLD 61868 180.023438 1773012599.5808
MEM 0.000000 1773012599.6830
CHLD 25412 0.000000 1773012599.6932
CHLD 36952 0.000000 1773012599.6932
CHLD 61868 180.925781 1773012599.6932
MEM 0.000000 1773012599.7936
CHLD 25412 0.000000 1773012599.8006
CHLD 36952 0.000000 1773012599.8006
CHLD 61868 181.570312 1773012599.8006
MEM 0.000000 1773012599.9030
CHLD 25412 0.000000 1773012599.9080
CHLD 36952 0.000000 1773012599.9080
CHLD 61868 182.429688 1773012599.9080
MEM 0.000000 1773012600.0100
CHLD 25412 0.000000 1773012600.0193
CHLD 36952 0.000000 1773012600.0193
CHLD 61868 183.398438 1773012600.0193
MEM 0.000000 1773012600.1200
CHLD 25412 0.000000 1773012600.1238
CHLD 36952 0.000000 1773012600.1238
CHLD 61868 184.289062 1773012600.1238
MEM 0.000000 1773012600.2278
CHLD 25412 0.000000 1773012600.2345
CHLD 36952 0.000000 1773012600.2345
CHLD 61868 185.222656 1773012600.2345
MEM 0.000000 1773012600.3358
CHLD 25412 0.000000 1773012600.3418
CHLD 36952 0.000000 1773012600.3418
CHLD 61868 186.144531 1773012600.3418
MEM 0.000000 1773012600.4434
CHLD 25412 0.000000 1773012600.4522
CHLD 36952 0.000000 1773012600.4522
CHLD 61868 187.152344 1773012600.4522
MEM 0.000000 1773012600.5533
CHLD 25412 0.000000 1773012600.5603
CHLD 36952 0.000000 1773012600.5603
CHLD 61868 188.121094 1773012600.5603
MEM 0.000000 1773012600.6611
CHLD 25412 0.000000 1773012600.6653
CHLD 36952 0.000000 1773012600.6653
CHLD 61868 189.101562 1773012600.6653
MEM 0.000000 1773012600.7693
CHLD 25412 0.000000 1773012600.7732
CHLD 36952 0.000000 1773012600.7732
CHLD 61868 190.027344 1773012600.7732
MEM 0.000000 1773012600.8770
CHLD 25412 0.000000 1773012600.8820
CHLD 36952 0.000000 1773012600.8820
CHLD 61868 191.023438 1773012600.8820
MEM 0.000000 1773012600.9852
CHLD 25412 0.000000 1773012600.9910
CHLD 36952 0.000000 1773012600.9910
CHLD 61868 191.871094 1773012600.9910
MEM 0.000000 1773012601.0938
CHLD 25412 0.000000 1773012601.0971
CHLD 36952 0.000000 1773012601.0971
CHLD 61868 192.867188 1773012601.0971
MEM 0.000000 1773012601.2021
CHLD 25412 0.000000 1773012601.2092
CHLD 36952 0.000000 1773012601.2092
CHLD 61868 193.742188 1773012601.2092
MEM 0.000000 1773012601.3106
CHLD 25412 0.000000 1773012601.3171
CHLD 36952 0.000000 1773012601.3171
CHLD 61868 194.640625 1773012601.3171
MEM 0.000000 1773012601.4181
CHLD 25412 0.000000 1773012601.4251
CHLD 36952 0.000000 1773012601.4251
CHLD 61868 195.671875 1773012601.4251
MEM 0.000000 1773012601.5260
CHLD 25412 0.000000 1773012601.5327
CHLD 36952 0.000000 1773012601.5327
CHLD 61868 196.625000 1773012601.5327
MEM 0.000000 1773012601.6341
CHLD 25412 0.000000 1773012601.6415
CHLD 36952 0.000000 1773012601.6415
CHLD 61868 197.625000 1773012601.6415
MEM 0.000000 1773012601.7421
CHLD 25412 0.000000 1773012601.7446
CHLD 36952 0.000000 1773012601.7446
CHLD 61868 198.531250 1773012601.7446
MEM 0.000000 1773012601.8497
CHLD 25412 0.000000 1773012601.8567
CHLD 36952 0.000000 1773012601.8567
CHLD 61868 199.476562 1773012601.8567
MEM 0.000000 1773012601.9574
CHLD 25412 0.000000 1773012601.9631
CHLD 36952 0.000000 1773012601.9631
CHLD 61868 200.527344 1773012601.9631
MEM 0.000000 1773012602.0641
CHLD 25412 0.000000 1773012602.0674
CHLD 36952 0.000000 1773012602.0674
CHLD 61868 201.417969 1773012602.0674
MEM 0.000000 1773012602.1722
CHLD 25412 0.000000 1773012602.1782
CHLD 36952 0.000000 1773012602.1782
CHLD 61868 202.355469 1773012602.1782
MEM 0.000000 1773012602.2800
CHLD 25412 0.000000 1773012602.2850
CHLD 36952 0.000000 1773012602.2850
CHLD 61868 203.277344 1773012602.2850
MEM 0.000000 1773012602.3881
CHLD 25412 0.000000 1773012602.3955
CHLD 36952 0.000000 1773012602.3955
CHLD 61868 204.222656 1773012602.3955
MEM 0.000000 1773012602.4964
CHLD 25412 0.000000 1773012602.5038
CHLD 36952 0.000000 1773012602.5038
CHLD 61868 205.234375 1773012602.5038
MEM 0.000000 1773012602.6044
CHLD 25412 0.000000 1773012602.6092
CHLD 36952 0.000000 1773012602.6092
CHLD 61868 206.125000 1773012602.6092
MEM 0.000000 1773012602.7124
CHLD 25412 0.000000 1773012602.7176
CHLD 36952 0.000000 1773012602.7176
CHLD 61868 207.050781 1773012602.7176
MEM 0.000000 1773012602.8202
CHLD 25412 0.000000 1773012602.8267
CHLD 36952 0.000000 1773012602.8267
CHLD 61868 208.035156 1773012602.8267
MEM 0.000000 1773012602.9282
CHLD 25412 0.000000 1773012602.9339
CHLD 36952 0.000000 1773012602.9339
CHLD 61868 209.042969 1773012602.9339
MEM 0.000000 1773012603.0359
CHLD 25412 0.000000 1773012603.0434
CHLD 36952 0.000000 1773012603.0434
CHLD 61868 209.980469 1773012603.0434
MEM 0.000000 1773012603.1442
CHLD 25412 0.000000 1773012603.1543
CHLD 36952 0.000000 1773012603.1543
CHLD 61868 210.820312 1773012603.1543
MEM 0.000000 1773012603.2563
CHLD 25412 0.000000 1773012603.2624
CHLD 36952 0.000000 1773012603.2624
CHLD 61868 211.593750 1773012603.2624
MEM 0.000000 1773012603.3654
CHLD 25412 0.000000 1773012603.3704
CHLD 36952 0.000000 1773012603.3704
CHLD 61868 212.476562 1773012603.3704
MEM 0.000000 1773012603.4737
CHLD 25412 0.000000 1773012603.4805
CHLD 36952 0.000000 1773012603.4805
CHLD 61868 213.421875 1773012603.4805
MEM 0.000000 1773012603.5814
CHLD 25412 0.000000 1773012603.5899
CHLD 36952 0.000000 1773012603.5899
CHLD 61868 214.312500 1773012603.5899
MEM 0.000000 1773012603.6907
CHLD 25412 0.000000 1773012603.6972
CHLD 36952 0.000000 1773012603.6972
CHLD 61868 215.332031 1773012603.6972
MEM 0.000000 1773012603.7995
CHLD 25412 0.000000 1773012603.8046
CHLD 36952 0.000000 1773012603.8046
CHLD 61868 216.281250 1773012603.8046
MEM 0.000000 1773012603.9079
CHLD 25412 0.000000 1773012603.9142
CHLD 36952 0.000000 1773012603.9142
CHLD 61868 217.210938 1773012603.9142
MEM 0.000000 1773012604.0163
CHLD 25412 0.000000 1773012604.0233
CHLD 36952 0.000000 1773012604.0233
CHLD 61868 218.187500 1773012604.0233
MEM 0.000000 1773012604.1241
CHLD 25412 0.000000 1773012604.1299
CHLD 36952 0.000000 1773012604.1299
CHLD 61868 219.132812 1773012604.1299
MEM 0.000000 1773012604.2307
CHLD 25412 0.000000 1773012604.2380
CHLD 36952 0.000000 1773012604.2380
CHLD 61868 219.957031 1773012604.2380
MEM 0.011719 1773012604.3400
CHLD 25412 0.015625 1773012604.3458
CHLD 36952 0.015625 1773012604.3458
CHLD 61868 220.921875 1773012604.3458
MEM 0.011719 1773012604.4473
CHLD 25412 0.015625 1773012604.4580
CHLD 36952 0.015625 1773012604.4580
CHLD 61868 221.785156 1773012604.4580
MEM 0.011719 1773012604.5599
CHLD 25412 0.015625 1773012604.5669
CHLD 36952 0.015625 1773012604.5669
CHLD 61868 222.738281 1773012604.5669
MEM 0.011719 1773012604.6675
CHLD 25412 0.015625 1773012604.6694
CHLD 36952 0.015625 1773012604.6744
CHLD 61868 223.628906 1773012604.6744
MEM 0.011719 1773012604.7745
CHLD 25412 0.015625 1773012604.7795
CHLD 36952 0.015625 1773012604.7795
CHLD 61868 224.523438 1773012604.7795
MEM 0.011719 1773012604.8823
CHLD 25412 0.015625 1773012604.8901
CHLD 36952 0.015625 1773012604.8901
CHLD 61868 225.457031 1773012604.8901
MEM 0.011719 1773012604.9907
CHLD 25412 0.015625 1773012604.9965
CHLD 36952 0.015625 1773012604.9965
CHLD 61868 226.382812 1773012604.9965
MEM 0.011719 1773012605.0986
CHLD 25412 0.015625 1773012605.1008
CHLD 36952 0.015625 1773012605.1008
CHLD 61868 227.316406 1773012605.1008
MEM 0.011719 1773012605.2060
CHLD 25412 0.015625 1773012605.2112
CHLD 36952 0.015625 1773012605.2112
CHLD 61868 228.261719 1773012605.2112
MEM 0.011719 1773012605.3139
CHLD 25412 0.015625 1773012605.3209
CHLD 36952 0.015625 1773012605.3209
CHLD 61868 229.136719 1773012605.3209
MEM 0.011719 1773012605.4222
CHLD 25412 0.015625 1773012605.4282
CHLD 36952 0.015625 1773012605.4282
CHLD 61868 230.128906 1773012605.4282
MEM 0.011719 1773012605.5294
CHLD 25412 0.015625 1773012605.5351
CHLD 36952 0.015625 1773012605.5351
CHLD 61868 231.015625 1773012605.5351
MEM 0.011719 1773012605.6379
CHLD 25412 0.015625 1773012605.6414
CHLD 36952 0.015625 1773012605.6414
CHLD 61868 231.957031 1773012605.6414
MEM 0.011719 1773012605.7447
CHLD 25412 0.015625 1773012605.7498
CHLD 36952 0.015625 1773012605.7498
CHLD 61868 232.863281 1773012605.7498
MEM 0.011719 1773012605.8528
CHLD 25412 0.015625 1773012605.8596
CHLD 36952 0.015625 1773012605.8596
CHLD 61868 233.789062 1773012605.8596
